news, date 
Oil prices fall on demand concerns as G20 warns of risks to growth,July 25 2018
Gold prices steady as US dollar softens on Trump interest rate comments,July 25 2018
Fiat Chrysler is shaken without visionary CEO behind wheel,July 25 2018
Greenback closes on flat note in value versus domestic unit,July 25 2018
Buyers consolidate long positions amid firm physical price at lint market,July 25 2018
Gold price closes depressed on technical correction lacklustre hedging,July 25 2018
Energy giants opening natural gas spigots fuelling profit rise,July 24 2018
US stocks fall amid lingering trade war unease,July 24 2018
US home sales fall as prices hit record high,July 24 2018
Mortgage Groupon and card debt — how the bottom half bolsters US economy,July 24 2018
Mexican leftist appeals to ‘anti-establishment’ Trump seeks NAFTA deal,July 24 2018
BOJ policy tweak prospects jolt Japanese markets yen,July 24 2018
China launches steel dumping probe against EU Japan S Korea Indonesia,July 24 2018
Self-destructive behaviour: Burberry not alone,July 24 2018
Plagued by cuts Lebanon survives on floating power plants,July 24 2018
50 years after Concorde US start-up eyes supersonic future,July 24 2018
In Senegal China’s President Xi pledges stronger Africa ties,July 23 2018
IMF warns G20 economic leaders that tariffs hurting global economy,July 23 2018
VW to temporarily park cars due to new emissions testing bottlenecks,July 23 2018
G20 ministers call for greater dialogue on trade tensions: draft,July 23 2018
Currency war erupts threatening to ripple across global markets,July 23 2018
US courts allies with free trade offers at G20 France resists,July 23 2018
BOJ debating how to keep policy sustainable reduce side effects,July 23 2018
Just how deep will sewing cut? Deutsche Bank owners want details,July 23 2018
German industry groups warn US on tariffs before Trump-Juncker meeting,July 23 2018
Rising momentum continues at PSX on Elections’ euphoria,July 23 2018
US oil industry lobbies against tighter sanctions on Russia,July 22 2018
Jute industry seeks govt support to increase export,July 22 2018
Wall Street braces for tariff fallout as S&P 500 companies report,July 22 2018
Hardworking Cambodian shoe maker has little time for politics,July 22 2018
Iran leader backs suggestion to block Gulf oil exports if own sales stopped,July 22 2018
Yellow metal price remains firm on Gold Futures hedging,July 22 2018
Depleting better grades of lint keeps buyers active amid strong physical prices,July 22 2018
Amazon Toyota Alcoa and others working to counter Trump’s tariff plans,July 22 2018
Trump ups ante ahead of G20 discussions on global trade tensions,July 22 2018
US Treasury’s Mnuchin watching Chinese yuan weakness for manipulation,July 22 2018
US lawmakers cut anti-ZTE measure from defense bill,July 22 2018
Xi ends state visit to UAE with raft of deals signed,July 22 2018
Microsoft shares at all-time high after bumper results,July 22 2018
PBC delegation meets finance minister,July 22 2018
Oil prices rise but still set for weekly drop on oversupply trade worries,July 22 2018
PIAF wants probe into massive slide of rupee vs dollar,July 22 2018
Pakistan must ignite rapid commercialisation & exportability,July 22 2018
Appointment of legal advisors: SECP achieves 85% compliance,July 22 2018
PSX index stumbles as bulls lose control,July 22 2018
PPL discovers gas in Hub X-1 Balochistan,July 22 2018
Greenback edges higher in value versus domestic unit,July 21 2018
Yellow metal price sustains steady trend on short term deals hedging,July 21 2018
Range-bound trading keeps cotton prices steady demand for better grades on rise,July 21 2018
US weekly jobless claims hit more than 48-and-a-half-year low,July 21 2018
Trump slams rate increases by independent Federal Reserve,July 21 2018
Battle lines drawn as EU court weighs fate of gene-edited crops,July 21 2018
Boeing wins air show as Airbus gets boost from AirAsia,July 21 2018
Apple Watch FitBit could feel cost of US tariffs,July 21 2018
Trump slams EU over $5 billion fine on Google,July 21 2018
Chinese yuan wilts again cushioning the blow of Trump tariffs,July 21 2018
Stock markets mostly drop pound extends losses,July 20 2018
PSX index continues rally on timely elections,July 20 2018
SECP issues new guidelines,July 20 2018
Oil prices fall on record US output stock build,July 20 2018
ZTE ready to recapture IT market as US lifts ban,July 20 2018
Six power loom industrial units shut down in Faisalabad,July 20 2018
CCP seeks comments on road construction sector study,July 20 2018
Yellow metal price remains dull,July 20 2018
Greenback remains flat in value versus domestic unit,July 20 2018
Lint trading remains selective amid firm physical prices,July 20 2018
Tongue-lashings from North Korea’s Kim underscore shift in focus to economy,July 20 2018
Chinese president visits UAE amid push to increase influence,July 20 2018
General Electric’s power unit faces threat in Saudi Arabia,July 20 2018
Uruguay marks a year of pot pharmacies — ‘it’s like selling aspirin’,July 20 2018
Trump says EU officials want to negotiate trade deal in Washington visit,July 20 2018
SoftBank’s Son says Japan is ‘stupid’ for not allowing ride-sharing,July 20 2018
Japan trade balance returns to surplus after dip,July 20 2018
Alibaba to buy minority stake in Focus Media to tap digital marketing,July 20 2018
Asian markets rise after Fed chief boosts US confidence,July 20 2018
PSX index extends bullish momentum up 965 points,July 20 2018
PTCL group grows at 4% YoY it announces interim dividend of Re1 per share,July 19 2018
Oil prices fall on rise in US stocks demand worries,July 19 2018
Chevron Pakistan Lubricants completes phase 1,July 19 2018
Yellow metal price remains under downward correction on dull hedging,July 19 2018
Greenback closes firm in value versus domestic unit,July 19 2018
Buyers remain eager for second grade of lint amid strong physical prices,July 19 2018
Boeing lifts industry demand forecast as air show deals roll on,July 19 2018
ECB research says stimulus didn’t favor the rich,July 19 2018
In China yellow robots deliver snacks to your home,July 19 2018
Fed’s Powell: Years of strong jobs low inflation still ahead,July 19 2018
Android software puts Google at heart of mobile life,July 19 2018
Most Asian markets down as oil slump hits energy firms,July 19 2018
Cements fertilisers keep sentiment positive at PSX,July 19 2018
Pakistan lags behind peers in synthetic textiles exports,July 19 2018
Egypt’s parliament passes $11 billion sovereign wealth fund,July 19 2018
UK wage growth dips,July 19 2018
Tahir Masood takes over as new  NESPAK MD,July 19 2018
SECP concludes  efforts for introduction of regulatory regime for valuers,July 19 2018
Demand for second grade lint keeps prices firm forward deals on rise,July 19 2018
Greenback edges higher in value versus domestic unit,July 19 2018
Yellow metal price witnesses downward correction on speculation out report,July 18 2018
US ban on China’s ZTE forces telecoms to rethink business: sources,July 18 2018
Moonwalking: South Korea’s wage hours policies backfire for jobless low income workers,July 18 2018
Didi seeks $1.5 bn car services spinoff ahead of likely IPO: sources,July 18 2018
Netflix shares tank after big miss on subscriber growth,July 18 2018
Reviving supersonic passenger flights to harm environment: study,July 18 2018
Japan EU to sign trade deal eliminating nearly all tariffs,July 18 2018
Asian markets mostly down as China growth slows,July 18 2018
PSX sheds 605 points amid foreign selling,July 18 2018
Yutong Grand Saloon buses introduced in Pakistan,July 18 2018
Pakistan requires substantial financing to mitigate disaster risks,July 17 2018
Independent directors’ databank gets operational,July 17 2018
‘Normal operations continue at Summit Bank’,July 17 2018
Old stock better grade lint remains in focus during trading,July 17 2018
Yellow metal price regains value on Futures prospective hedging,July 17 2018
SBP imposes 100% cash margin on imports of 131 items,July 17 2018
Britain unveils “short and sharper’’ code for companies,July 17 2018
Power to the drones: utilities place bets on robots,July 17 2018
ZTE stock surges as US supplier ban lifted though outlook remains uncertain,July 17 2018
Rebates protect Canada’s auto industry from retaliatory tariffs,July 17 2018
Boeing kickstarts Farnborough Airshow with order for jets worth $4.7bn,July 17 2018
Global regulators set out monitoring system for crypto-assets,July 17 2018
Former UK minister calls for second vote on Brexit to end stalemate,July 17 2018
SBP imposes 100% cash margin on imports of 131 items,July 17 2018
Czech churches cry foul over Communist tax plan,July 17 2018
Trump says Britain must get Brexit ‘carve out’ for US trade deal,July 17 2018
British PM May warns rebels: Back me or risk ‘no Brexit at all’,July 17 2018
Smelly skins make for fishy fashion in Kenya,July 17 2018
Silicon Valley eyes Africa as new tech frontier,July 17 2018
Extreme heat climate change has airlines preparing for dark and stormy flying,July 17 2018
